id,province_id,name,alt_name,lat,lng
1537,74,KABUPATEN BUTON SELATAN,KABUPATEN BUTON SELATAN,-556.667,122.7
1538,74,KOTA KENDARI,KOTA KENDARI,-398.333,122.5
1539,74,KOTA BAUBAU,KOTA BAUBAU,-5.477,1.226.166
1540,75,KABUPATEN BOALEMO,KABUPATEN BOALEMO,0.62689,1.223.568
1541,75,KABUPATEN GORONTALO,KABUPATEN GORONTALO,0.5728,1.222.337
1542,75,KABUPATEN POHUWATO,KABUPATEN POHUWATO,0.7098,12.159.582
1543,75,KABUPATEN BONE BOLANGO,KABUPATEN BONE BOLANGO,0.50296,12.327.501
1544,75,KABUPATEN GORONTALO UTARA,KABUPATEN GORONTALO UTARA,0.77,12.231.667
1545,75,KOTA GORONTALO,KOTA GORONTALO,0.53333,123.1
1546,76,KABUPATEN MAJENE,KABUPATEN MAJENE,-3.15,11.886.667
1547,76,KABUPATEN POLEWALI MANDAR,KABUPATEN POLEWALI MANDAR,-3.3,11.916.667
1548,76,KABUPATEN MAMASA,KABUPATEN MAMASA,-296.492,11.930.631
1549,76,KABUPATEN MAMUJU,KABUPATEN MAMUJU,-2.5,11.941.667
1550,76,KABUPATEN MAMUJU UTARA,KABUPATEN MAMUJU UTARA,-151.639,11.942.139
1551,76,KABUPATEN MAMUJU TENGAH,KABUPATEN MAMUJU TENGAH,-28.212,1.192.662
1552,81,KABUPATEN MALUKU TENGGARA BARAT,KABUPATEN MALUKU TENGGARA BARAT,-761.186,131.38
1553,81,KABUPATEN MALUKU TENGGARA,KABUPATEN MALUKU TENGGARA,-5.75,13.273.334
1554,81,KABUPATEN MALUKU TENGAH,KABUPATEN MALUKU TENGAH,-329.167,1.289.675
1555,81,KABUPATEN BURU,KABUPATEN BURU,-332.767,12.668.413
1556,81,KABUPATEN KEPULAUAN ARU,KABUPATEN KEPULAUAN ARU,-617.059,13.446.991
1557,81,KABUPATEN SERAM BAGIAN BARAT,KABUPATEN SERAM BAGIAN BARAT,-31.027,12.842.996
1558,81,KABUPATEN SERAM BAGIAN TIMUR,KABUPATEN SERAM BAGIAN TIMUR,-339.851,13.039.166
1559,81,KABUPATEN MALUKU BARAT DAYA,KABUPATEN MALUKU BARAT DAYA,-78.296,12.617.386
1560,81,KABUPATEN BURU SELATAN,KABUPATEN BURU SELATAN,-352.187,12.659.271
1561,81,KOTA AMBON,KOTA AMBON,-3.7,12.818.333
1562,81,KOTA TUAL,KOTA TUAL,-564.301,13.274.934
1563,82,KABUPATEN HALMAHERA BARAT,KABUPATEN HALMAHERA BARAT,141.709,12.755.264
1564,82,KABUPATEN HALMAHERA TENGAH,KABUPATEN HALMAHERA TENGAH,0.48056,128.25
1565,82,KABUPATEN KEPULAUAN SULA,KABUPATEN KEPULAUAN SULA,-18.646,12.569.046
1566,82,KABUPATEN HALMAHERA SELATAN,KABUPATEN HALMAHERA SELATAN,-0.3955,12.790.833
1567,82,KABUPATEN HALMAHERA UTARA,KABUPATEN HALMAHERA UTARA,173.194,12.800.778
1568,82,KABUPATEN HALMAHERA TIMUR,KABUPATEN HALMAHERA TIMUR,133.517,12.848.627
1569,82,KABUPATEN PULAU MOROTAI,KABUPATEN PULAU MOROTAI,219.924,12.840.546
1570,82,KABUPATEN PULAU TALIABU,KABUPATEN PULAU TALIABU,-184.578,12.478.992
1571,82,KOTA TERNATE,KOTA TERNATE,0.89618,12.731.016
1572,82,KOTA TIDORE KEPULAUAN,KOTA TIDORE KEPULAUAN,0.60962,12.756.981
1573,91,KABUPATEN FAK-FAK,KABUPATEN FAK-FAK,-292.641,13.229.608
1574,91,KABUPATEN KAIMANA,KABUPATEN KAIMANA,-366.093,13.377.451
1575,91,KABUPATEN TELUK WONDAMA,KABUPATEN TELUK WONDAMA,-2.7,134.5
1576,91,KABUPATEN TELUK BINTUNI,KABUPATEN TELUK BINTUNI,-188.037,13.333.105
1577,91,KABUPATEN MANOKWARI,KABUPATEN MANOKWARI,-0.9,133.75
1578,91,KABUPATEN SORONG SELATAN,KABUPATEN SORONG SELATAN,-150.495,13.228.638
1579,91,KABUPATEN SORONG,KABUPATEN SORONG,-116.667,131.5
1580,91,KABUPATEN RAJA AMPAT,KABUPATEN RAJA AMPAT,-0.5,130
1581,91,KABUPATEN TAMBRAUW,KABUPATEN TAMBRAUW,-0.60515,13.248.962
1582,91,KABUPATEN MAYBRAT,KABUPATEN MAYBRAT,-12.155,13.235.092
1583,91,KABUPATEN MANOKWARI SELATAN,KABUPATEN MANOKWARI SELATAN,-10.798,13.396.729
1584,91,KABUPATEN PEGUNUNGAN ARFAK,KABUPATEN PEGUNUNGAN ARFAK,-0.93523,13.389.587
1585,91,KOTA SORONG,KOTA SORONG,-0.86507,13.125.153
1586,94,KABUPATEN MERAUKE,KABUPATEN MERAUKE,-766.667,13.966.667
1587,94,KABUPATEN JAYAWIJAYA,KABUPATEN JAYAWIJAYA,-408.333,13.908.333
1588,94,KABUPATEN JAYAPURA,KABUPATEN JAYAPURA,-3,139.95
1589,94,KABUPATEN NABIRE,KABUPATEN NABIRE,-354.016,13.555.511
1590,94,KABUPATEN KEPULAUAN YAPEN,KABUPATEN KEPULAUAN YAPEN,-178.773,13.627.716
1591,94,KABUPATEN BIAK NUMFOR,KABUPATEN BIAK NUMFOR,-103.333,136
1592,94,KABUPATEN PANIAI,KABUPATEN PANIAI,-3.9,13.660.001
1593,94,KABUPATEN PUNCAK JAYA,KABUPATEN PUNCAK JAYA,-367.241,13.743.896
1594,94,KABUPATEN MIMIKA,KABUPATEN MIMIKA,-454.357,13.656.555
1595,94,KABUPATEN BOVEN DIGOEL,KABUPATEN BOVEN DIGOEL,-570.519,14.036.349
1596,94,KABUPATEN MAPPI,KABUPATEN MAPPI,-649.971,13.934.441
1597,94,KABUPATEN ASMAT,KABUPATEN ASMAT,-53.795,13.846.344
1598,94,KABUPATEN YAHUKIMO,KABUPATEN YAHUKIMO,-460.403,13.958.405
1599,94,KABUPATEN PEGUNUNGAN BINTANG,KABUPATEN PEGUNUNGAN BINTANG,-452.167,14.029.541
1600,94,KABUPATEN TOLIKARA,KABUPATEN TOLIKARA,-342.661,13.741.699
1601,94,KABUPATEN SARMI,KABUPATEN SARMI,-241.667,13.908.333
1602,94,KABUPATEN KEEROM,KABUPATEN KEEROM,-3.3,14.061.667
1603,94,KABUPATEN WAROPEN,KABUPATEN WAROPEN,-2.286,13.701.837
1604,94,KABUPATEN SUPIORI,KABUPATEN SUPIORI,-0.73881,13.561.111
1605,94,KABUPATEN MAMBERAMO RAYA,KABUPATEN MAMBERAMO RAYA,-223.561,13.778.229
1606,94,KABUPATEN NDUGA,KABUPATEN NDUGA,-445.093,13.810.089
1607,94,KABUPATEN LANNY JAYA,KABUPATEN LANNY JAYA,-391.244,13.828.766
1608,94,KABUPATEN MAMBERAMO TENGAH,KABUPATEN MAMBERAMO TENGAH,-246.064,13.845.245
1609,94,KABUPATEN YALIMO,KABUPATEN YALIMO,-386.037,13.847.305
1610,94,KABUPATEN PUNCAK,KABUPATEN PUNCAK,-414.204,13.709.702
1611,94,KABUPATEN DOGIYAI,KABUPATEN DOGIYAI,-403.186,13.543.945
1612,94,KABUPATEN INTAN JAYA,KABUPATEN INTAN JAYA,-341.016,13.670.837
1613,94,KABUPATEN DEIYAI,KABUPATEN DEIYAI,-394.737,13.595.032
1614,94,KOTA JAYAPURA,KOTA JAYAPURA,-264.647,14.077.779
